,gpu_src,cpu_src,cpu_exec,gpu_exec,errors,n,b1,b2,b3,g1,g2,g3
54,"


__global__ void kernel(float * admiring_darwin_input, float * clever_edison_input, float * objective_mccarthy_output, float * clever_mclean_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int infallible_hoover = bx*bdx + tx;
    if (infallible_hoover < N){
        objective_mccarthy_output[infallible_hoover] += clever_edison_input[infallible_hoover];
    }
    
        
}

void func_gpu(float * admiring_darwin_input, float * clever_edison_input, float * objective_mccarthy_output, float * clever_mclean_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * admiring_darwin_input_gpu;
    float * clever_edison_input_gpu;
    float * objective_mccarthy_output_gpu;
    float * clever_mclean_output_gpu;

    cudaMalloc(&admiring_darwin_input_gpu, size);
    cudaMalloc(&clever_edison_input_gpu, size);
    cudaMalloc(&objective_mccarthy_output_gpu, size);
    cudaMalloc(&clever_mclean_output_gpu, size);

    cudaMemcpy(admiring_darwin_input_gpu, admiring_darwin_input, size, cudaMemcpyHostToDevice);
    cudaMemcpy(clever_edison_input_gpu, clever_edison_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(admiring_darwin_input_gpu, clever_edison_input_gpu, objective_mccarthy_output_gpu, clever_mclean_output_gpu, N);

    cudaMemcpy(objective_mccarthy_output, objective_mccarthy_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(clever_mclean_output, clever_mclean_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(admiring_darwin_input_gpu);
    cudaFree(clever_edison_input_gpu);
    cudaFree(objective_mccarthy_output_gpu);
    cudaFree(clever_mclean_output_gpu);
}
        ","
void func_cpu(float * admiring_darwin_input, float * clever_edison_input, float * objective_mccarthy_output, float * clever_mclean_output, unsigned int N){

    for (int infallible_hoover = 0; infallible_hoover <= N; infallible_hoover++){
        objective_mccarthy_output[infallible_hoover] += clever_edison_input[infallible_hoover];
    }
        
}
        ",0.000000,0.170000,0,100000,1000,1,1,100,1,1
55,"


__global__ void kernel(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int zealous_golick = bx*bdx + tx;
    if (zealous_golick < N){
        __syncthreads();
    }
    
        
}

void func_gpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * xenodochial_mahavira_input_gpu;
    float * confident_swartz_input_gpu;
    float * eloquent_shaw_output_gpu;
    float * kind_borg_output_gpu;

    cudaMalloc(&xenodochial_mahavira_input_gpu, size);
    cudaMalloc(&confident_swartz_input_gpu, size);
    cudaMalloc(&eloquent_shaw_output_gpu, size);
    cudaMalloc(&kind_borg_output_gpu, size);

    cudaMemcpy(xenodochial_mahavira_input_gpu, xenodochial_mahavira_input, size, cudaMemcpyHostToDevice);
    cudaMemcpy(confident_swartz_input_gpu, confident_swartz_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(xenodochial_mahavira_input_gpu, confident_swartz_input_gpu, eloquent_shaw_output_gpu, kind_borg_output_gpu, N);

    cudaMemcpy(eloquent_shaw_output, eloquent_shaw_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(kind_borg_output, kind_borg_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(xenodochial_mahavira_input_gpu);
    cudaFree(confident_swartz_input_gpu);
    cudaFree(eloquent_shaw_output_gpu);
    cudaFree(kind_borg_output_gpu);
}
        ","
void func_cpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){

    for (int zealous_golick = 0; zealous_golick <= N; zealous_golick++){

    }
        
}
        ",0.000000,0.240000,0,10,10,1,1,1,1,1
56,"


__global__ void kernel(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int zealous_golick = bx*bdx + tx;
    if (zealous_golick < N){
        __syncthreads();
    }
    
        
}

void func_gpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * xenodochial_mahavira_input_gpu;
    float * confident_swartz_input_gpu;
    float * eloquent_shaw_output_gpu;
    float * kind_borg_output_gpu;

    cudaMalloc(&xenodochial_mahavira_input_gpu, size);
    cudaMalloc(&confident_swartz_input_gpu, size);
    cudaMalloc(&eloquent_shaw_output_gpu, size);
    cudaMalloc(&kind_borg_output_gpu, size);

    cudaMemcpy(xenodochial_mahavira_input_gpu, xenodochial_mahavira_input, size, cudaMemcpyHostToDevice);
    cudaMemcpy(confident_swartz_input_gpu, confident_swartz_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(xenodochial_mahavira_input_gpu, confident_swartz_input_gpu, eloquent_shaw_output_gpu, kind_borg_output_gpu, N);

    cudaMemcpy(eloquent_shaw_output, eloquent_shaw_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(kind_borg_output, kind_borg_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(xenodochial_mahavira_input_gpu);
    cudaFree(confident_swartz_input_gpu);
    cudaFree(eloquent_shaw_output_gpu);
    cudaFree(kind_borg_output_gpu);
}
        ","
void func_cpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){

    for (int zealous_golick = 0; zealous_golick <= N; zealous_golick++){

    }
        
}
        ",0.000000,0.180000,0,100,100,1,1,1,1,1
57,"


__global__ void kernel(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int zealous_golick = bx*bdx + tx;
    if (zealous_golick < N){
        __syncthreads();
    }
    
        
}

void func_gpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * xenodochial_mahavira_input_gpu;
    float * confident_swartz_input_gpu;
    float * eloquent_shaw_output_gpu;
    float * kind_borg_output_gpu;

    cudaMalloc(&xenodochial_mahavira_input_gpu, size);
    cudaMalloc(&confident_swartz_input_gpu, size);
    cudaMalloc(&eloquent_shaw_output_gpu, size);
    cudaMalloc(&kind_borg_output_gpu, size);

    cudaMemcpy(xenodochial_mahavira_input_gpu, xenodochial_mahavira_input, size, cudaMemcpyHostToDevice);
    cudaMemcpy(confident_swartz_input_gpu, confident_swartz_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(xenodochial_mahavira_input_gpu, confident_swartz_input_gpu, eloquent_shaw_output_gpu, kind_borg_output_gpu, N);

    cudaMemcpy(eloquent_shaw_output, eloquent_shaw_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(kind_borg_output, kind_borg_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(xenodochial_mahavira_input_gpu);
    cudaFree(confident_swartz_input_gpu);
    cudaFree(eloquent_shaw_output_gpu);
    cudaFree(kind_borg_output_gpu);
}
        ","
void func_cpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){

    for (int zealous_golick = 0; zealous_golick <= N; zealous_golick++){

    }
        
}
        ",0.000000,0.160000,0,100,10,1,1,10,1,1
58,"


__global__ void kernel(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int zealous_golick = bx*bdx + tx;
    if (zealous_golick < N){
        __syncthreads();
    }
    
        
}

void func_gpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * xenodochial_mahavira_input_gpu;
    float * confident_swartz_input_gpu;
    float * eloquent_shaw_output_gpu;
    float * kind_borg_output_gpu;

    cudaMalloc(&xenodochial_mahavira_input_gpu, size);
    cudaMalloc(&confident_swartz_input_gpu, size);
    cudaMalloc(&eloquent_shaw_output_gpu, size);
    cudaMalloc(&kind_borg_output_gpu, size);

    cudaMemcpy(xenodochial_mahavira_input_gpu, xenodochial_mahavira_input, size, cudaMemcpyHostToDevice);
    cudaMemcpy(confident_swartz_input_gpu, confident_swartz_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(xenodochial_mahavira_input_gpu, confident_swartz_input_gpu, eloquent_shaw_output_gpu, kind_borg_output_gpu, N);

    cudaMemcpy(eloquent_shaw_output, eloquent_shaw_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(kind_borg_output, kind_borg_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(xenodochial_mahavira_input_gpu);
    cudaFree(confident_swartz_input_gpu);
    cudaFree(eloquent_shaw_output_gpu);
    cudaFree(kind_borg_output_gpu);
}
        ","
void func_cpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){

    for (int zealous_golick = 0; zealous_golick <= N; zealous_golick++){

    }
        
}
        ",0.000000,0.160000,0,100,1,1,1,100,1,1
59,"


__global__ void kernel(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int zealous_golick = bx*bdx + tx;
    if (zealous_golick < N){
        __syncthreads();
    }
    
        
}

void func_gpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * xenodochial_mahavira_input_gpu;
    float * confident_swartz_input_gpu;
    float * eloquent_shaw_output_gpu;
    float * kind_borg_output_gpu;

    cudaMalloc(&xenodochial_mahavira_input_gpu, size);
    cudaMalloc(&confident_swartz_input_gpu, size);
    cudaMalloc(&eloquent_shaw_output_gpu, size);
    cudaMalloc(&kind_borg_output_gpu, size);

    cudaMemcpy(xenodochial_mahavira_input_gpu, xenodochial_mahavira_input, size, cudaMemcpyHostToDevice);
    cudaMemcpy(confident_swartz_input_gpu, confident_swartz_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(xenodochial_mahavira_input_gpu, confident_swartz_input_gpu, eloquent_shaw_output_gpu, kind_borg_output_gpu, N);

    cudaMemcpy(eloquent_shaw_output, eloquent_shaw_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(kind_borg_output, kind_borg_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(xenodochial_mahavira_input_gpu);
    cudaFree(confident_swartz_input_gpu);
    cudaFree(eloquent_shaw_output_gpu);
    cudaFree(kind_borg_output_gpu);
}
        ","
void func_cpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){

    for (int zealous_golick = 0; zealous_golick <= N; zealous_golick++){

    }
        
}
        ",0.000000,0.170000,0,10000,10000,1,1,1,1,1
60,"


__global__ void kernel(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int zealous_golick = bx*bdx + tx;
    if (zealous_golick < N){
        __syncthreads();
    }
    
        
}

void func_gpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * xenodochial_mahavira_input_gpu;
    float * confident_swartz_input_gpu;
    float * eloquent_shaw_output_gpu;
    float * kind_borg_output_gpu;

    cudaMalloc(&xenodochial_mahavira_input_gpu, size);
    cudaMalloc(&confident_swartz_input_gpu, size);
    cudaMalloc(&eloquent_shaw_output_gpu, size);
    cudaMalloc(&kind_borg_output_gpu, size);

    cudaMemcpy(xenodochial_mahavira_input_gpu, xenodochial_mahavira_input, size, cudaMemcpyHostToDevice);
    cudaMemcpy(confident_swartz_input_gpu, confident_swartz_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(xenodochial_mahavira_input_gpu, confident_swartz_input_gpu, eloquent_shaw_output_gpu, kind_borg_output_gpu, N);

    cudaMemcpy(eloquent_shaw_output, eloquent_shaw_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(kind_borg_output, kind_borg_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(xenodochial_mahavira_input_gpu);
    cudaFree(confident_swartz_input_gpu);
    cudaFree(eloquent_shaw_output_gpu);
    cudaFree(kind_borg_output_gpu);
}
        ","
void func_cpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){

    for (int zealous_golick = 0; zealous_golick <= N; zealous_golick++){

    }
        
}
        ",0.000000,0.170000,0,10000,1000,1,1,10,1,1
61,"


__global__ void kernel(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int zealous_golick = bx*bdx + tx;
    if (zealous_golick < N){
        __syncthreads();
    }
    
        
}

void func_gpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * xenodochial_mahavira_input_gpu;
    float * confident_swartz_input_gpu;
    float * eloquent_shaw_output_gpu;
    float * kind_borg_output_gpu;

    cudaMalloc(&xenodochial_mahavira_input_gpu, size);
    cudaMalloc(&confident_swartz_input_gpu, size);
    cudaMalloc(&eloquent_shaw_output_gpu, size);
    cudaMalloc(&kind_borg_output_gpu, size);

    cudaMemcpy(xenodochial_mahavira_input_gpu, xenodochial_mahavira_input, size, cudaMemcpyHostToDevice);
    cudaMemcpy(confident_swartz_input_gpu, confident_swartz_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(xenodochial_mahavira_input_gpu, confident_swartz_input_gpu, eloquent_shaw_output_gpu, kind_borg_output_gpu, N);

    cudaMemcpy(eloquent_shaw_output, eloquent_shaw_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(kind_borg_output, kind_borg_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(xenodochial_mahavira_input_gpu);
    cudaFree(confident_swartz_input_gpu);
    cudaFree(eloquent_shaw_output_gpu);
    cudaFree(kind_borg_output_gpu);
}
        ","
void func_cpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){

    for (int zealous_golick = 0; zealous_golick <= N; zealous_golick++){

    }
        
}
        ",0.000000,0.160000,0,10000,100,1,1,100,1,1
62,"


__global__ void kernel(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int zealous_golick = bx*bdx + tx;
    if (zealous_golick < N){
        __syncthreads();
    }
    
        
}

void func_gpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * xenodochial_mahavira_input_gpu;
    float * confident_swartz_input_gpu;
    float * eloquent_shaw_output_gpu;
    float * kind_borg_output_gpu;

    cudaMalloc(&xenodochial_mahavira_input_gpu, size);
    cudaMalloc(&confident_swartz_input_gpu, size);
    cudaMalloc(&eloquent_shaw_output_gpu, size);
    cudaMalloc(&kind_borg_output_gpu, size);

    cudaMemcpy(xenodochial_mahavira_input_gpu, xenodochial_mahavira_input, size, cudaMemcpyHostToDevice);
    cudaMemcpy(confident_swartz_input_gpu, confident_swartz_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(xenodochial_mahavira_input_gpu, confident_swartz_input_gpu, eloquent_shaw_output_gpu, kind_borg_output_gpu, N);

    cudaMemcpy(eloquent_shaw_output, eloquent_shaw_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(kind_borg_output, kind_borg_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(xenodochial_mahavira_input_gpu);
    cudaFree(confident_swartz_input_gpu);
    cudaFree(eloquent_shaw_output_gpu);
    cudaFree(kind_borg_output_gpu);
}
        ","
void func_cpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){

    for (int zealous_golick = 0; zealous_golick <= N; zealous_golick++){

    }
        
}
        ",0.000000,0.170000,0,100000,10000,1,1,10,1,1
63,"


__global__ void kernel(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int zealous_golick = bx*bdx + tx;
    if (zealous_golick < N){
        __syncthreads();
    }
    
        
}

void func_gpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * xenodochial_mahavira_input_gpu;
    float * confident_swartz_input_gpu;
    float * eloquent_shaw_output_gpu;
    float * kind_borg_output_gpu;

    cudaMalloc(&xenodochial_mahavira_input_gpu, size);
    cudaMalloc(&confident_swartz_input_gpu, size);
    cudaMalloc(&eloquent_shaw_output_gpu, size);
    cudaMalloc(&kind_borg_output_gpu, size);

    cudaMemcpy(xenodochial_mahavira_input_gpu, xenodochial_mahavira_input, size, cudaMemcpyHostToDevice);
    cudaMemcpy(confident_swartz_input_gpu, confident_swartz_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(xenodochial_mahavira_input_gpu, confident_swartz_input_gpu, eloquent_shaw_output_gpu, kind_borg_output_gpu, N);

    cudaMemcpy(eloquent_shaw_output, eloquent_shaw_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(kind_borg_output, kind_borg_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(xenodochial_mahavira_input_gpu);
    cudaFree(confident_swartz_input_gpu);
    cudaFree(eloquent_shaw_output_gpu);
    cudaFree(kind_borg_output_gpu);
}
        ","
void func_cpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){

    for (int zealous_golick = 0; zealous_golick <= N; zealous_golick++){

    }
        
}
        ",0.000000,0.160000,0,100000,1000,1,1,100,1,1
64,"


__global__ void kernel(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int zealous_golick = bx*bdx + tx;
    if (zealous_golick < N){
        __syncthreads();
    }
    
        
}

void func_gpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * xenodochial_mahavira_input_gpu;
    float * confident_swartz_input_gpu;
    float * eloquent_shaw_output_gpu;
    float * kind_borg_output_gpu;

    cudaMalloc(&xenodochial_mahavira_input_gpu, size);
    cudaMalloc(&confident_swartz_input_gpu, size);
    cudaMalloc(&eloquent_shaw_output_gpu, size);
    cudaMalloc(&kind_borg_output_gpu, size);

    cudaMemcpy(xenodochial_mahavira_input_gpu, xenodochial_mahavira_input, size, cudaMemcpyHostToDevice);
    cudaMemcpy(confident_swartz_input_gpu, confident_swartz_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(xenodochial_mahavira_input_gpu, confident_swartz_input_gpu, eloquent_shaw_output_gpu, kind_borg_output_gpu, N);

    cudaMemcpy(eloquent_shaw_output, eloquent_shaw_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(kind_borg_output, kind_borg_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(xenodochial_mahavira_input_gpu);
    cudaFree(confident_swartz_input_gpu);
    cudaFree(eloquent_shaw_output_gpu);
    cudaFree(kind_borg_output_gpu);
}
        ","
void func_cpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){

    for (int zealous_golick = 0; zealous_golick <= N; zealous_golick++){

    }
        
}
        ",0.000000,0.180000,0,100000,100,1,1,1000,1,1
65,"


__global__ void kernel(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;

    int zealous_golick = bx*bdx + tx;
    if (zealous_golick < N){
        __syncthreads();
    }
    
        
}

void func_gpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * xenodochial_mahavira_input_gpu;
    float * confident_swartz_input_gpu;
    float * eloquent_shaw_output_gpu;
    float * kind_borg_output_gpu;

    cudaMalloc(&xenodochial_mahavira_input_gpu, size);
    cudaMalloc(&confident_swartz_input_gpu, size);
    cudaMalloc(&eloquent_shaw_output_gpu, size);
    cudaMalloc(&kind_borg_output_gpu, size);

    cudaMemcpy(xenodochial_mahavira_input_gpu, xenodochial_mahavira_input, size, cudaMemcpyHostToDevice);
    cudaMemcpy(confident_swartz_input_gpu, confident_swartz_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(xenodochial_mahavira_input_gpu, confident_swartz_input_gpu, eloquent_shaw_output_gpu, kind_borg_output_gpu, N);

    cudaMemcpy(eloquent_shaw_output, eloquent_shaw_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(kind_borg_output, kind_borg_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(xenodochial_mahavira_input_gpu);
    cudaFree(confident_swartz_input_gpu);
    cudaFree(eloquent_shaw_output_gpu);
    cudaFree(kind_borg_output_gpu);
}
        ","
void func_cpu(float * xenodochial_mahavira_input, float * confident_swartz_input, float * eloquent_shaw_output, float * kind_borg_output, unsigned int N){

    for (int zealous_golick = 0; zealous_golick <= N; zealous_golick++){

    }
        
}
        ",0.000000,0.190000,0,100000,1000,1,1,100,1,1
66,"


__global__ void kernel(float * thirsty_beaver_input, float * stupefied_neumann_output, float * angry_einstein_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;
    int by = blockIdx.y, bdy = blockDim.y,  ty = threadIdx.y;

    int serene_engelbart = bx*bdx + tx;
    if (serene_engelbart < N){

        int blissful_morse = by*bdy + ty;
        if (blissful_morse < N){
 
            __shared__ float zealous_ritchie[1024];

        }
        
        
    }
    
        
}

void func_gpu(float * thirsty_beaver_input, float * stupefied_neumann_output, float * angry_einstein_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * thirsty_beaver_input_gpu;
    float * stupefied_neumann_output_gpu;
    float * angry_einstein_output_gpu;

    cudaMalloc(&thirsty_beaver_input_gpu, size);
    cudaMalloc(&stupefied_neumann_output_gpu, size);
    cudaMalloc(&angry_einstein_output_gpu, size);

    cudaMemcpy(thirsty_beaver_input_gpu, thirsty_beaver_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(thirsty_beaver_input_gpu, stupefied_neumann_output_gpu, angry_einstein_output_gpu, N);

    cudaMemcpy(stupefied_neumann_output, stupefied_neumann_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(angry_einstein_output, angry_einstein_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(thirsty_beaver_input_gpu);
    cudaFree(stupefied_neumann_output_gpu);
    cudaFree(angry_einstein_output_gpu);
}
        ","
void func_cpu(float * thirsty_beaver_input, float * stupefied_neumann_output, float * angry_einstein_output, unsigned int N){

    for (int serene_engelbart = 0; serene_engelbart <= N; serene_engelbart++){

        for (int blissful_morse = 0; blissful_morse <= N; blissful_morse++){

            float *zealous_ritchie;
            zealous_ritchie = (float *)malloc(N*sizeof(float));

        }
        
    }
        
}
        ",0.000000,0.170000,0,10,10,10,1,1,1,1
67,"


__global__ void kernel(float * thirsty_beaver_input, float * stupefied_neumann_output, float * angry_einstein_output, unsigned int N){
    int bx = blockIdx.x, bdx = blockDim.x,  tx = threadIdx.x;
    int by = blockIdx.y, bdy = blockDim.y,  ty = threadIdx.y;

    int serene_engelbart = bx*bdx + tx;
    if (serene_engelbart < N){

        int blissful_morse = by*bdy + ty;
        if (blissful_morse < N){
 
            __shared__ float zealous_ritchie[1024];

        }
        
        
    }
    
        
}

void func_gpu(float * thirsty_beaver_input, float * stupefied_neumann_output, float * angry_einstein_output, unsigned int N, dim3 block, dim3 grid, size_t size){
    float * thirsty_beaver_input_gpu;
    float * stupefied_neumann_output_gpu;
    float * angry_einstein_output_gpu;

    cudaMalloc(&thirsty_beaver_input_gpu, size);
    cudaMalloc(&stupefied_neumann_output_gpu, size);
    cudaMalloc(&angry_einstein_output_gpu, size);

    cudaMemcpy(thirsty_beaver_input_gpu, thirsty_beaver_input, size, cudaMemcpyHostToDevice);

    kernel<<<block, grid>>>(thirsty_beaver_input_gpu, stupefied_neumann_output_gpu, angry_einstein_output_gpu, N);

    cudaMemcpy(stupefied_neumann_output, stupefied_neumann_output_gpu, size, cudaMemcpyDeviceToHost);
    cudaMemcpy(angry_einstein_output, angry_einstein_output_gpu, size, cudaMemcpyDeviceToHost);

    cudaFree(thirsty_beaver_input_gpu);
    cudaFree(stupefied_neumann_output_gpu);
    cudaFree(angry_einstein_output_gpu);
}
        ","
void func_cpu(float * thirsty_beaver_input, float * stupefied_neumann_output, float * angry_einstein_output, unsigned int N){

    for (int serene_engelbart = 0; serene_engelbart <= N; serene_engelbart++){

        for (int blissful_morse = 0; blissful_morse <= N; blissful_morse++){

            float *zealous_ritchie;
            zealous_ritchie = (float *)malloc(N*sizeof(float));

        }
        
    }
        
}
        ",0.000000,0.180000,0,100,100,100,1,1,1,1
